date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:36	27315/27315	---M--	200	added ('OK')	image/jpeg	etag:%226ab3-56c97bd755c80%22	https://preview.colorlib.com/theme/marco/img/about/s3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/about/s3.jpg	(from https://preview.colorlib.com/theme/marco/about.html)
14:39:36	37241/37241	---M--	200	added ('OK')	image/jpeg	etag:%229179-56c97be974740%22	https://preview.colorlib.com/theme/marco/img/blog/cat-widget1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/cat-widget1.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:36	20198/20198	---M--	200	added ('OK')	image/jpeg	etag:%224ee6-56c97be974740%22	https://preview.colorlib.com/theme/marco/img/blog/cat-widget2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/cat-widget2.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:37	41206/41206	---M--	200	added ('OK')	image/jpeg	etag:%22a0f6-56c97bea68980%22	https://preview.colorlib.com/theme/marco/img/blog/cat-widget3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/cat-widget3.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:37	87118/87118	---M--	200	added ('OK')	image/jpeg	etag:%221544e-56c97bec50e00%22	https://preview.colorlib.com/theme/marco/img/blog/feature-img1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/feature-img1.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:38	73123/73123	---M--	200	added ('OK')	image/jpeg	etag:%2211da3-56c97bee39280%22	https://preview.colorlib.com/theme/marco/img/blog/feature-img2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/feature-img2.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:39	52103/52103	---M--	200	added ('OK')	image/jpeg	etag:%22cb87-56c97bee39280%22	https://preview.colorlib.com/theme/marco/img/blog/feature-img3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/feature-img3.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:40	34313/34313	---M--	200	added ('OK')	image/jpeg	etag:%228609-56c97bf021700%22	https://preview.colorlib.com/theme/marco/img/blog/feature-img4.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/feature-img4.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:40	63840/63840	---M--	200	added ('OK')	image/jpeg	etag:%22f960-56c97bf115940%22	https://preview.colorlib.com/theme/marco/img/blog/feature-img5.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/feature-img5.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:40	35737/35737	---M--	200	added ('OK')	image/png	etag:%228b99-56c97bf7c2900%22	https://preview.colorlib.com/theme/marco/img/blog/user-info.png	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/user-info.png	(from https://preview.colorlib.com/theme/marco/blog-home.html)
